Date,Location,Crime_Type,Reported_Incidents
2020-07-12,Zone C,Theft,6
2020-07-13,Zone C,Vandalism,5
2020-07-14,Zone C,Burglary,8
2020-07-15,Zone C,Theft,3
2020-07-16,Zone C,Theft,5
2020-07-17,Zone C,Assault,2
2020-07-18,Zone C,Theft,4
2020-07-19,Zone C,Theft,6
2020-07-20,Zone C,Vandalism,4
2020-07-21,Zone C,Burglary,6
2020-07-22,Zone C,Assault,1
2020-07-23,Zone C,Vandalism,8
2020-07-24,Zone C,Theft,4
2020-07-25,Zone C,Theft,4
2020-07-26,Zone C,Assault,7
2020-07-27,Zone C,Burglary,4
2020-07-28,Zone C,Assault,4
2020-07-29,Zone C,Vandalism,5
2020-07-30,Zone C,Assault,4
2020-07-31,Zone C,Theft,6
2020-08-01,Zone C,Vandalism,6
2020-08-02,Zone C,Theft,5
2020-08-03,Zone C,Burglary,2
2020-08-04,Zone C,Theft,6
2020-08-05,Zone C,Theft,6
2020-08-06,Zone C,Assault,5
2020-08-07,Zone C,Theft,2
2020-08-08,Zone C,Vandalism,5
2020-08-09,Zone C,Vandalism,8
2020-08-10,Zone C,Burglary,5
2020-08-11,Zone C,Vandalism,4
2020-08-12,Zone C,Assault,6
2020-08-13,Zone C,Burglary,5
2020-08-14,Zone C,Vandalism,4
2020-08-15,Zone C,Assault,4
2020-08-16,Zone C,Vandalism,5
2020-08-17,Zone C,Vandalism,4
2020-08-18,Zone C,Theft,2
2020-08-19,Zone C,Vandalism,4
2020-08-20,Zone C,Vandalism,5
2020-08-21,Zone C,Assault,3
2020-08-22,Zone C,Assault,1
2020-08-23,Zone C,Theft,7
2020-08-24,Zone C,Vandalism,5
2020-08-25,Zone C,Theft,4
2020-08-26,Zone C,Vandalism,2
2020-08-27,Zone C,Burglary,8
2020-08-28,Zone C,Burglary,5
2020-08-29,Zone C,Theft,5
2020-08-30,Zone C,Theft,5
2020-08-31,Zone C,Theft,7
2020-09-01,Zone C,Assault,5
2020-09-02,Zone C,Assault,3
2020-09-03,Zone C,Assault,8
2020-09-04,Zone C,Theft,5
2020-09-05,Zone C,Vandalism,4
2020-09-06,Zone C,Burglary,11
2020-09-07,Zone C,Theft,2
2020-09-08,Zone C,Assault,2
2020-09-09,Zone C,Assault,7
2020-09-10,Zone C,Theft,2
2020-09-11,Zone C,Theft,5
2020-09-12,Zone C,Assault,4
2020-09-13,Zone C,Vandalism,4
2020-09-14,Zone C,Assault,5
2020-09-15,Zone C,Assault,4
2020-09-16,Zone C,Theft,5
2020-09-17,Zone C,Vandalism,2
2020-09-18,Zone C,Assault,3
2020-09-19,Zone C,Assault,4
2020-09-20,Zone C,Burglary,3
2020-09-21,Zone C,Theft,5
2020-09-22,Zone C,Burglary,7
2020-09-23,Zone C,Burglary,3
2020-09-24,Zone C,Assault,7
2020-09-25,Zone C,Theft,5
2020-09-26,Zone C,Vandalism,3
2020-09-27,Zone C,Assault,5
2020-09-28,Zone C,Vandalism,4
2020-09-29,Zone C,Vandalism,3
2020-09-30,Zone C,Theft,4
2020-10-01,Zone C,Burglary,3
2020-10-02,Zone C,Theft,8
2020-10-03,Zone C,Vandalism,4
2020-10-04,Zone C,Assault,2
2020-10-05,Zone C,Vandalism,4
2020-10-06,Zone C,Assault,6
2020-10-07,Zone C,Assault,1
2020-10-08,Zone C,Theft,5
2020-10-09,Zone C,Vandalism,7
2020-10-10,Zone C,Burglary,3
2020-10-11,Zone C,Vandalism,2
2020-10-12,Zone C,Vandalism,5
2020-10-13,Zone C,Burglary,5
2020-10-14,Zone C,Theft,9
2020-10-15,Zone C,Vandalism,2
2020-10-16,Zone C,Vandalism,6
2020-10-17,Zone C,Assault,5
2020-10-18,Zone C,Vandalism,3
2020-10-19,Zone C,Burglary,4
2020-10-20,Zone C,Assault,5
2020-10-21,Zone C,Theft,5
2020-10-22,Zone C,Assault,7
2020-10-23,Zone C,Burglary,2
2020-10-24,Zone C,Burglary,6
2020-10-25,Zone C,Assault,7
2020-10-26,Zone C,Theft,8
2020-10-27,Zone C,Assault,2
2020-10-28,Zone C,Theft,9
2020-10-29,Zone C,Assault,1
2020-10-30,Zone C,Burglary,9
2020-10-31,Zone C,Vandalism,3
2020-11-01,Zone C,Vandalism,3
2020-11-02,Zone C,Theft,5
2020-11-03,Zone C,Theft,6
2020-11-04,Zone C,Theft,8
2020-11-05,Zone C,Burglary,6
2020-11-06,Zone C,Assault,5
2020-11-07,Zone C,Burglary,6
2020-11-08,Zone C,Vandalism,4
2020-11-09,Zone C,Theft,3
2020-11-10,Zone C,Assault,5
2020-11-11,Zone C,Vandalism,6
2020-11-12,Zone C,Vandalism,6
2020-11-13,Zone C,Vandalism,7
2020-11-14,Zone C,Burglary,4
2020-11-15,Zone C,Theft,5
2020-11-16,Zone C,Vandalism,8
2020-11-17,Zone C,Theft,2
2020-11-18,Zone C,Burglary,10
2020-11-19,Zone C,Vandalism,6
2020-11-20,Zone C,Burglary,5
2020-11-21,Zone C,Burglary,5
2020-11-22,Zone C,Theft,5
2020-11-23,Zone C,Vandalism,1
2020-11-24,Zone C,Burglary,3
2020-11-25,Zone C,Vandalism,8
2020-11-26,Zone C,Theft,3
2020-11-27,Zone C,Burglary,5
2020-11-28,Zone C,Theft,4
2020-11-29,Zone C,Vandalism,2
2020-11-30,Zone C,Vandalism,10
2020-12-01,Zone C,Theft,3
2020-12-02,Zone C,Assault,7
2020-12-03,Zone C,Burglary,10
2020-12-04,Zone C,Vandalism,3
2020-12-05,Zone C,Vandalism,2
2020-12-06,Zone C,Burglary,3
2020-12-07,Zone C,Theft,5
2020-12-08,Zone C,Theft,9
2020-12-09,Zone C,Theft,3
2020-12-10,Zone C,Assault,5
2020-12-11,Zone C,Assault,4
2020-12-12,Zone C,Vandalism,5
2020-12-13,Zone C,Theft,7
2020-12-14,Zone C,Burglary,7
2020-12-15,Zone C,Vandalism,4
2020-12-16,Zone C,Burglary,8
2020-12-17,Zone C,Vandalism,7
2020-12-18,Zone C,Assault,6
2020-12-19,Zone C,Vandalism,9
2020-12-20,Zone C,Assault,7
2020-12-21,Zone C,Vandalism,3
2020-12-22,Zone C,Theft,2
2020-12-23,Zone C,Burglary,5
2020-12-24,Zone C,Theft,11
2020-12-25,Zone C,Vandalism,1
2020-12-26,Zone C,Vandalism,5
2020-12-27,Zone C,Vandalism,7
2020-12-28,Zone C,Assault,8
2020-12-29,Zone C,Burglary,3
2020-12-30,Zone C,Burglary,9
2020-12-31,Zone C,Vandalism,7
2021-01-01,Zone C,Vandalism,3
2021-01-02,Zone C,Assault,10
2021-01-03,Zone C,Theft,6
2021-01-04,Zone C,Theft,4
2021-01-05,Zone C,Burglary,1
2021-01-06,Zone C,Assault,8
2021-01-07,Zone C,Vandalism,5
2021-01-08,Zone C,Burglary,7
2021-01-09,Zone C,Assault,3
2021-01-10,Zone C,Theft,5
2021-01-11,Zone C,Assault,3
2021-01-12,Zone C,Theft,5
2021-01-13,Zone C,Assault,6
2021-01-14,Zone C,Burglary,8
2021-01-15,Zone C,Theft,3
2021-01-16,Zone C,Burglary,4
2021-01-17,Zone C,Burglary,6
2021-01-18,Zone C,Theft,4
2021-01-19,Zone C,Theft,5
2021-01-20,Zone C,Vandalism,11
2021-01-21,Zone C,Vandalism,2
2021-01-22,Zone C,Vandalism,11
2021-01-23,Zone C,Burglary,7
2021-01-24,Zone C,Burglary,7
2021-01-25,Zone C,Vandalism,6
2021-01-26,Zone C,Burglary,5
2021-01-27,Zone C,Burglary,5
2021-01-28,Zone C,Theft,4
2021-01-29,Zone C,Theft,5
2021-01-30,Zone C,Burglary,3
2021-01-31,Zone C,Vandalism,3
2021-02-01,Zone C,Assault,4
2021-02-02,Zone C,Vandalism,5
2021-02-03,Zone C,Assault,3
2021-02-04,Zone C,Vandalism,7
2021-02-05,Zone C,Theft,3
2021-02-06,Zone C,Burglary,8
2021-02-07,Zone C,Burglary,8
2021-02-08,Zone C,Theft,6
2021-02-09,Zone C,Assault,7
2021-02-10,Zone C,Assault,7
2021-02-11,Zone C,Assault,6
2021-02-12,Zone C,Theft,5
2021-02-13,Zone C,Assault,8
2021-02-14,Zone C,Theft,4
2021-02-15,Zone C,Vandalism,5
2021-02-16,Zone C,Vandalism,4
2021-02-17,Zone C,Theft,6
2021-02-18,Zone C,Burglary,4
2021-02-19,Zone C,Vandalism,1
2021-02-20,Zone C,Assault,6
2021-02-21,Zone C,Theft,7
2021-02-22,Zone C,Assault,7
2021-02-23,Zone C,Assault,8
2021-02-24,Zone C,Burglary,6
2021-02-25,Zone C,Assault,8
2021-02-26,Zone C,Burglary,10
2021-02-27,Zone C,Vandalism,1
2021-02-28,Zone C,Theft,4
2021-03-01,Zone C,Assault,5
2021-03-02,Zone C,Theft,6
2021-03-03,Zone C,Assault,5
2021-03-04,Zone C,Theft,8
2021-03-05,Zone C,Assault,4
2021-03-06,Zone C,Assault,3
2021-03-07,Zone C,Assault,4
2021-03-08,Zone C,Assault,6
2021-03-09,Zone C,Assault,2
2021-03-10,Zone C,Assault,5
2021-03-11,Zone C,Assault,6
2021-03-12,Zone C,Assault,2
2021-03-13,Zone C,Assault,9
2021-03-14,Zone C,Theft,3
2021-03-15,Zone C,Burglary,4
2021-03-16,Zone C,Assault,7
2021-03-17,Zone C,Burglary,3
2021-03-18,Zone C,Assault,2
2021-03-19,Zone C,Assault,4
2021-03-20,Zone C,Theft,3
2021-03-21,Zone C,Vandalism,4
2021-03-22,Zone C,Vandalism,5
2021-03-23,Zone C,Theft,4
2021-03-24,Zone C,Burglary,7
2021-03-25,Zone C,Vandalism,6
2021-03-26,Zone C,Theft,3
2021-03-27,Zone C,Theft,10
2021-03-28,Zone C,Vandalism,2
2021-03-29,Zone C,Burglary,5
2021-03-30,Zone C,Theft,2
2021-03-31,Zone C,Assault,3
2021-04-01,Zone C,Burglary,3
2021-04-02,Zone C,Burglary,3
2021-04-03,Zone C,Vandalism,5
2021-04-04,Zone C,Vandalism,4
2021-04-05,Zone C,Assault,4
2021-04-06,Zone C,Theft,3
2021-04-07,Zone C,Vandalism,3
2021-04-08,Zone C,Vandalism,3
2021-04-09,Zone C,Burglary,9
2021-04-10,Zone C,Vandalism,2
2021-04-11,Zone C,Vandalism,5
2021-04-12,Zone C,Vandalism,4
2021-04-13,Zone C,Vandalism,2
2021-04-14,Zone C,Burglary,2
2021-04-15,Zone C,Assault,7
2021-04-16,Zone C,Assault,9
2021-04-17,Zone C,Theft,7
2021-04-18,Zone C,Vandalism,2
2021-04-19,Zone C,Burglary,3
2021-04-20,Zone C,Theft,4
2021-04-21,Zone C,Theft,7
2021-04-22,Zone C,Assault,7
2021-04-23,Zone C,Burglary,5
2021-04-24,Zone C,Burglary,2
2021-04-25,Zone C,Burglary,5
2021-04-26,Zone C,Assault,5
2021-04-27,Zone C,Assault,5
2021-04-28,Zone C,Assault,5
2021-04-29,Zone C,Assault,8
2021-04-30,Zone C,Assault,3
2021-05-01,Zone C,Vandalism,5
2021-05-02,Zone C,Vandalism,2
2021-05-03,Zone C,Burglary,6
2021-05-04,Zone C,Theft,4
2021-05-05,Zone C,Burglary,11
2021-05-06,Zone C,Theft,8
2021-05-07,Zone C,Assault,4
2021-05-08,Zone C,Theft,4
2021-05-09,Zone C,Burglary,5
2021-05-10,Zone C,Burglary,5
2021-05-11,Zone C,Theft,4
2021-05-12,Zone C,Vandalism,8
2021-05-13,Zone C,Assault,7
2021-05-14,Zone C,Assault,7
2021-05-15,Zone C,Burglary,2
2021-05-16,Zone C,Vandalism,6
2021-05-17,Zone C,Theft,7
2021-05-18,Zone C,Assault,3
2021-05-19,Zone C,Vandalism,5
2021-05-20,Zone C,Assault,3
2021-05-21,Zone C,Vandalism,5
2021-05-22,Zone C,Vandalism,5
2021-05-23,Zone C,Burglary,6
2021-05-24,Zone C,Assault,2
2021-05-25,Zone C,Theft,9
2021-05-26,Zone C,Burglary,9
2021-05-27,Zone C,Burglary,4
2021-05-28,Zone C,Theft,4
2021-05-29,Zone C,Burglary,2
2021-05-30,Zone C,Vandalism,3
2021-05-31,Zone C,Vandalism,10
2021-06-01,Zone C,Assault,9
2021-06-02,Zone C,Assault,8
2021-06-03,Zone C,Theft,6
2021-06-04,Zone C,Assault,3
2021-06-05,Zone C,Vandalism,6
2021-06-06,Zone C,Theft,8
2021-06-07,Zone C,Theft,5
2021-06-08,Zone C,Assault,5
2021-06-09,Zone C,Vandalism,2
2021-06-10,Zone C,Theft,3
2021-06-11,Zone C,Vandalism,8
2021-06-12,Zone C,Vandalism,11
2021-06-13,Zone C,Vandalism,4
2021-06-14,Zone C,Assault,5
2021-06-15,Zone C,Burglary,4
2021-06-16,Zone C,Burglary,3
2021-06-17,Zone C,Theft,3
2021-06-18,Zone C,Vandalism,5
2021-06-19,Zone C,Assault,4
2021-06-20,Zone C,Vandalism,5
2021-06-21,Zone C,Vandalism,5
2021-06-22,Zone C,Assault,2
2021-06-23,Zone C,Burglary,1
2021-06-24,Zone C,Vandalism,1
2021-06-25,Zone C,Vandalism,1
2021-06-26,Zone C,Burglary,4
2021-06-27,Zone C,Assault,7
2021-06-28,Zone C,Theft,2
2021-06-29,Zone C,Burglary,2
2021-06-30,Zone C,Theft,7
2021-07-01,Zone C,Theft,1
2021-07-02,Zone C,Burglary,6
2021-07-03,Zone C,Vandalism,7
2021-07-04,Zone C,Theft,3
2021-07-05,Zone C,Theft,5
2021-07-06,Zone C,Assault,7
2021-07-07,Zone C,Vandalism,6
2021-07-08,Zone C,Theft,11
2021-07-09,Zone C,Assault,4
2021-07-10,Zone C,Vandalism,9
2021-07-11,Zone C,Burglary,9
2021-07-12,Zone C,Burglary,7
2021-07-13,Zone C,Assault,5
2021-07-14,Zone C,Burglary,3
2021-07-15,Zone C,Theft,4
2021-07-16,Zone C,Vandalism,6
2021-07-17,Zone C,Theft,4
2021-07-18,Zone C,Theft,4
2021-07-19,Zone C,Burglary,7
2021-07-20,Zone C,Theft,2
2021-07-21,Zone C,Burglary,2
2021-07-22,Zone C,Vandalism,5
2021-07-23,Zone C,Vandalism,5
2021-07-24,Zone C,Theft,3
2021-07-25,Zone C,Assault,4
2021-07-26,Zone C,Burglary,6
2021-07-27,Zone C,Burglary,4
2021-07-28,Zone C,Theft,1
2021-07-29,Zone C,Burglary,2
2021-07-30,Zone C,Burglary,3
2021-07-31,Zone C,Assault,9
2021-08-01,Zone C,Assault,3
2021-08-02,Zone C,Theft,5
2021-08-03,Zone C,Assault,3
2021-08-04,Zone C,Theft,2
2021-08-05,Zone C,Vandalism,5
2021-08-06,Zone C,Theft,6
2021-08-07,Zone C,Vandalism,4
2021-08-08,Zone C,Theft,9
2021-08-09,Zone C,Burglary,10
2021-08-10,Zone C,Assault,5
2021-08-11,Zone C,Vandalism,5
2021-08-12,Zone C,Theft,3
2021-08-13,Zone C,Assault,6
2021-08-14,Zone C,Theft,6
2021-08-15,Zone C,Assault,3
2021-08-16,Zone C,Assault,5
2021-08-17,Zone C,Theft,7
2021-08-18,Zone C,Vandalism,6
2021-08-19,Zone C,Vandalism,7
2021-08-20,Zone C,Burglary,3
2021-08-21,Zone C,Assault,7
2021-08-22,Zone C,Burglary,5
2021-08-23,Zone C,Burglary,8
2021-08-24,Zone C,Theft,8
2021-08-25,Zone C,Theft,7
2021-08-26,Zone C,Theft,6
2021-08-27,Zone C,Assault,6
2021-08-28,Zone C,Theft,6
2021-08-29,Zone C,Theft,12
2021-08-30,Zone C,Assault,5
2021-08-31,Zone C,Assault,7
2021-09-01,Zone C,Vandalism,4
2021-09-02,Zone C,Theft,6
2021-09-03,Zone C,Theft,6
2021-09-04,Zone C,Theft,6
2021-09-05,Zone C,Vandalism,2
2021-09-06,Zone C,Theft,4
2021-09-07,Zone C,Vandalism,4
2021-09-08,Zone C,Burglary,2
2021-09-09,Zone C,Vandalism,6
2021-09-10,Zone C,Burglary,6
2021-09-11,Zone C,Theft,2
2021-09-12,Zone C,Burglary,5
2021-09-13,Zone C,Vandalism,4
2021-09-14,Zone C,Assault,4
2021-09-15,Zone C,Burglary,5
2021-09-16,Zone C,Burglary,8
2021-09-17,Zone C,Theft,5
2021-09-18,Zone C,Vandalism,5
2021-09-19,Zone C,Burglary,6
2021-09-20,Zone C,Burglary,4
2021-09-21,Zone C,Burglary,8
2021-09-22,Zone C,Burglary,4
2021-09-23,Zone C,Assault,3
2021-09-24,Zone C,Vandalism,9
2021-09-25,Zone C,Theft,6
2021-09-26,Zone C,Theft,1
2021-09-27,Zone C,Assault,6
2021-09-28,Zone C,Vandalism,6
2021-09-29,Zone C,Burglary,2
2021-09-30,Zone C,Assault,6
2021-10-01,Zone C,Vandalism,6
2021-10-02,Zone C,Burglary,3
2021-10-03,Zone C,Assault,5
2021-10-04,Zone C,Vandalism,3
2021-10-05,Zone C,Theft,9
2021-10-06,Zone C,Theft,6
2021-10-07,Zone C,Vandalism,5
2021-10-08,Zone C,Theft,9
2021-10-09,Zone C,Vandalism,6
2021-10-10,Zone C,Burglary,5
2021-10-11,Zone C,Vandalism,5
2021-10-12,Zone C,Burglary,4
2021-10-13,Zone C,Assault,3
2021-10-14,Zone C,Vandalism,5
2021-10-15,Zone C,Assault,3
2021-10-16,Zone C,Theft,7
2021-10-17,Zone C,Burglary,5
2021-10-18,Zone C,Vandalism,4
2021-10-19,Zone C,Assault,8
2021-10-20,Zone C,Burglary,3
2021-10-21,Zone C,Burglary,4
2021-10-22,Zone C,Theft,3
2021-10-23,Zone C,Theft,7
2021-10-24,Zone C,Burglary,3
2021-10-25,Zone C,Burglary,9
2021-10-26,Zone C,Vandalism,3
2021-10-27,Zone C,Burglary,3
2021-10-28,Zone C,Vandalism,3
2021-10-29,Zone C,Burglary,3
2021-10-30,Zone C,Theft,6
2021-10-31,Zone C,Vandalism,8
2021-11-01,Zone C,Assault,0
2021-11-02,Zone C,Theft,3
2021-11-03,Zone C,Vandalism,7
2021-11-04,Zone C,Vandalism,3
2021-11-05,Zone C,Assault,7
2021-11-06,Zone C,Vandalism,2
2021-11-07,Zone C,Burglary,6
2021-11-08,Zone C,Assault,4
2021-11-09,Zone C,Theft,5
2021-11-10,Zone C,Theft,3
2021-11-11,Zone C,Burglary,6
2021-11-12,Zone C,Theft,6
2021-11-13,Zone C,Vandalism,7
2021-11-14,Zone C,Vandalism,3
2021-11-15,Zone C,Burglary,2
2021-11-16,Zone C,Theft,8
2021-11-17,Zone C,Theft,2
2021-11-18,Zone C,Burglary,8
2021-11-19,Zone C,Assault,4
2021-11-20,Zone C,Theft,7
2021-11-21,Zone C,Assault,4
2021-11-22,Zone C,Theft,7
2021-11-23,Zone C,Theft,3
2021-11-24,Zone C,Theft,5
2021-11-25,Zone C,Theft,6
2021-11-26,Zone C,Vandalism,8
2021-11-27,Zone C,Assault,7
2021-11-28,Zone C,Assault,5
2021-11-29,Zone C,Theft,9
2021-11-30,Zone C,Theft,6
2021-12-01,Zone C,Assault,9
2021-12-02,Zone C,Vandalism,6
2021-12-03,Zone C,Burglary,9
2021-12-04,Zone C,Burglary,5
2021-12-05,Zone C,Assault,8
2021-12-06,Zone C,Theft,4
2021-12-07,Zone C,Theft,5
2021-12-08,Zone C,Vandalism,0
2021-12-09,Zone C,Burglary,2
2021-12-10,Zone C,Vandalism,2
2021-12-11,Zone C,Burglary,2
2021-12-12,Zone C,Assault,2
2021-12-13,Zone C,Burglary,2
2021-12-14,Zone C,Vandalism,2
2021-12-15,Zone C,Vandalism,11
2021-12-16,Zone C,Vandalism,6
2021-12-17,Zone C,Assault,3
2021-12-18,Zone C,Burglary,3
2021-12-19,Zone C,Burglary,5
2021-12-20,Zone C,Vandalism,5
2021-12-21,Zone C,Burglary,2
2021-12-22,Zone C,Theft,5
2021-12-23,Zone C,Theft,7
2021-12-24,Zone C,Theft,6
2021-12-25,Zone C,Burglary,3
2021-12-26,Zone C,Assault,6
2021-12-27,Zone C,Assault,1
2021-12-28,Zone C,Assault,11
2021-12-29,Zone C,Assault,4
2021-12-30,Zone C,Theft,5
2021-12-31,Zone C,Theft,4
2022-01-01,Zone C,Vandalism,1
2022-01-02,Zone C,Burglary,5
2022-01-03,Zone C,Burglary,6
2022-01-04,Zone C,Assault,7
2022-01-05,Zone C,Theft,6
2022-01-06,Zone C,Assault,8
2022-01-07,Zone C,Vandalism,4
2022-01-08,Zone C,Burglary,11
2022-01-09,Zone C,Burglary,7
2022-01-10,Zone C,Assault,8
2022-01-11,Zone C,Vandalism,6
2022-01-12,Zone C,Burglary,7
2022-01-13,Zone C,Vandalism,2
2022-01-14,Zone C,Vandalism,6
2022-01-15,Zone C,Assault,3
2022-01-16,Zone C,Theft,6
2022-01-17,Zone C,Assault,6
2022-01-18,Zone C,Theft,3
2022-01-19,Zone C,Vandalism,9
2022-01-20,Zone C,Theft,3
2022-01-21,Zone C,Vandalism,6
2022-01-22,Zone C,Burglary,5
2022-01-23,Zone C,Burglary,2
2022-01-24,Zone C,Burglary,6
2022-01-25,Zone C,Assault,6
2022-01-26,Zone C,Assault,4
2022-01-27,Zone C,Vandalism,8
2022-01-28,Zone C,Burglary,2
2022-01-29,Zone C,Assault,6
2022-01-30,Zone C,Burglary,7
2022-01-31,Zone C,Assault,4
2022-02-01,Zone C,Theft,4
2022-02-02,Zone C,Theft,7
2022-02-03,Zone C,Burglary,5
2022-02-04,Zone C,Vandalism,1
2022-02-05,Zone C,Assault,3
2022-02-06,Zone C,Assault,5
2022-02-07,Zone C,Theft,3
2022-02-08,Zone C,Theft,4
2022-02-09,Zone C,Vandalism,5
2022-02-10,Zone C,Vandalism,4
2022-02-11,Zone C,Vandalism,1
2022-02-12,Zone C,Burglary,9
2022-02-13,Zone C,Theft,3
2022-02-14,Zone C,Burglary,10
2022-02-15,Zone C,Theft,2
2022-02-16,Zone C,Theft,2
2022-02-17,Zone C,Assault,4
2022-02-18,Zone C,Theft,7
2022-02-19,Zone C,Theft,5
2022-02-20,Zone C,Burglary,2
2022-02-21,Zone C,Theft,6
2022-02-22,Zone C,Burglary,6
2022-02-23,Zone C,Vandalism,4
2022-02-24,Zone C,Theft,4
2022-02-25,Zone C,Theft,3
2022-02-26,Zone C,Burglary,1
2022-02-27,Zone C,Vandalism,5
2022-02-28,Zone C,Assault,4
2022-03-01,Zone C,Vandalism,2
2022-03-02,Zone C,Burglary,2
2022-03-03,Zone C,Vandalism,8
2022-03-04,Zone C,Burglary,6
2022-03-05,Zone C,Burglary,4
2022-03-06,Zone C,Assault,4
2022-03-07,Zone C,Theft,3
2022-03-08,Zone C,Burglary,3
2022-03-09,Zone C,Burglary,5
2022-03-10,Zone C,Assault,4
2022-03-11,Zone C,Burglary,7
2022-03-12,Zone C,Theft,7
2022-03-13,Zone C,Assault,5
2022-03-14,Zone C,Theft,5
2022-03-15,Zone C,Theft,4
2022-03-16,Zone C,Assault,3
2022-03-17,Zone C,Burglary,4
2022-03-18,Zone C,Theft,2
2022-03-19,Zone C,Theft,2
2022-03-20,Zone C,Theft,6
2022-03-21,Zone C,Theft,7
2022-03-22,Zone C,Assault,2
2022-03-23,Zone C,Assault,4
2022-03-24,Zone C,Vandalism,7
2022-03-25,Zone C,Vandalism,2
2022-03-26,Zone C,Theft,6
2022-03-27,Zone C,Burglary,5
2022-03-28,Zone C,Theft,9
2022-03-29,Zone C,Burglary,5
2022-03-30,Zone C,Theft,3
2022-03-31,Zone C,Vandalism,5
2022-04-01,Zone C,Vandalism,2
2022-04-02,Zone C,Burglary,15
2022-04-03,Zone C,Theft,8
2022-04-04,Zone C,Burglary,6
2022-04-05,Zone C,Vandalism,4
2022-04-06,Zone C,Theft,10
2022-04-07,Zone C,Theft,3
2022-04-08,Zone C,Burglary,3
2022-04-09,Zone C,Assault,6
2022-04-10,Zone C,Burglary,5
2022-04-11,Zone C,Vandalism,6
2022-04-12,Zone C,Vandalism,5
2022-04-13,Zone C,Vandalism,6
2022-04-14,Zone C,Vandalism,6
2022-04-15,Zone C,Vandalism,8
2022-04-16,Zone C,Assault,2
2022-04-17,Zone C,Theft,5
2022-04-18,Zone C,Burglary,4
2022-04-19,Zone C,Burglary,2
2022-04-20,Zone C,Vandalism,6
2022-04-21,Zone C,Burglary,7
2022-04-22,Zone C,Vandalism,6
2022-04-23,Zone C,Assault,9
2022-04-24,Zone C,Assault,4
2022-04-25,Zone C,Theft,5
2022-04-26,Zone C,Assault,3
2022-04-27,Zone C,Assault,0
2022-04-28,Zone C,Theft,8
2022-04-29,Zone C,Burglary,5
2022-04-30,Zone C,Vandalism,7
2022-05-01,Zone C,Vandalism,7
2022-05-02,Zone C,Burglary,5
2022-05-03,Zone C,Theft,2
2022-05-04,Zone C,Burglary,6
2022-05-05,Zone C,Assault,3
2022-05-06,Zone C,Theft,9
2022-05-07,Zone C,Theft,2
2022-05-08,Zone C,Theft,3
2022-05-09,Zone C,Vandalism,11
2022-05-10,Zone C,Burglary,6
2022-05-11,Zone C,Theft,1
2022-05-12,Zone C,Theft,8
2022-05-13,Zone C,Theft,8
2022-05-14,Zone C,Burglary,8
2022-05-15,Zone C,Vandalism,3
2022-05-16,Zone C,Assault,8
2022-05-17,Zone C,Vandalism,7
2022-05-18,Zone C,Theft,4
2022-05-19,Zone C,Vandalism,6
2022-05-20,Zone C,Vandalism,7
2022-05-21,Zone C,Assault,2
2022-05-22,Zone C,Burglary,8
2022-05-23,Zone C,Burglary,14
2022-05-24,Zone C,Vandalism,6
2022-05-25,Zone C,Vandalism,2
2022-05-26,Zone C,Burglary,3
2022-05-27,Zone C,Burglary,5
2022-05-28,Zone C,Assault,8
2022-05-29,Zone C,Theft,5
2022-05-30,Zone C,Vandalism,1
2022-05-31,Zone C,Burglary,4
2022-06-01,Zone C,Vandalism,7
2022-06-02,Zone C,Vandalism,12
2022-06-03,Zone C,Burglary,1
2022-06-04,Zone C,Assault,6
2022-06-05,Zone C,Vandalism,2
2022-06-06,Zone C,Assault,1
2022-06-07,Zone C,Burglary,12
2022-06-08,Zone C,Theft,5
2022-06-09,Zone C,Theft,9
2022-06-10,Zone C,Vandalism,3
2022-06-11,Zone C,Burglary,4
2022-06-12,Zone C,Assault,3
2022-06-13,Zone C,Vandalism,1
2022-06-14,Zone C,Burglary,4
2022-06-15,Zone C,Burglary,6
2022-06-16,Zone C,Assault,5
2022-06-17,Zone C,Vandalism,4
2022-06-18,Zone C,Burglary,6
2022-06-19,Zone C,Burglary,4
2022-06-20,Zone C,Burglary,2
2022-06-21,Zone C,Assault,7
2022-06-22,Zone C,Vandalism,3
2022-06-23,Zone C,Vandalism,3
2022-06-24,Zone C,Vandalism,4
2022-06-25,Zone C,Vandalism,4
2022-06-26,Zone C,Theft,5
2022-06-27,Zone C,Theft,1
2022-06-28,Zone C,Vandalism,1
2022-06-29,Zone C,Assault,5
2022-06-30,Zone C,Theft,2
2022-07-01,Zone C,Burglary,2
2022-07-02,Zone C,Theft,7
2022-07-03,Zone C,Burglary,2
2022-07-04,Zone C,Vandalism,5
2022-07-05,Zone C,Theft,5
2022-07-06,Zone C,Assault,6
2022-07-07,Zone C,Theft,6
2022-07-08,Zone C,Theft,3
2022-07-09,Zone C,Theft,6
2022-07-10,Zone C,Vandalism,9
2022-07-11,Zone C,Assault,3
2022-07-12,Zone C,Theft,4
2022-07-13,Zone C,Assault,3
2022-07-14,Zone C,Vandalism,4
2022-07-15,Zone C,Burglary,9
2022-07-16,Zone C,Theft,3
2022-07-17,Zone C,Assault,3
2022-07-18,Zone C,Assault,4
2022-07-19,Zone C,Vandalism,6
2022-07-20,Zone C,Theft,3
2022-07-21,Zone C,Burglary,5
2022-07-22,Zone C,Assault,2
2022-07-23,Zone C,Theft,5
2022-07-24,Zone C,Burglary,4
2022-07-25,Zone C,Assault,11
2022-07-26,Zone C,Assault,5
